Date,Region,Product,Quantity Sold,Revenue,Profit Margin,Customer Age Group,Customer Gender
2023-06-03,East,Apparel,55,39.54,9.23,26-35,Female
2023-03-05,East,Groceries,16,473.97,5.95,18-25,Female
2023-01-10,North,Apparel,90,409.52,14.1,26-35,Male
2023-12-27,South,Groceries,5,463.99,8.1,36-50,Female
2023-02-02,West,Electronics,95,400.42,16.13,26-35,Male
2023-02-14,West,Groceries,37,352.81,5.08,26-35,Female
2023-08-04,East,Apparel,14,151.4,9.47,50+,Female
2023-02-20,East,Electronics,26,434.17,26.98,18-25,Male
2023-11-27,North,Apparel,93,228.87,17.99,26-35,Male
2023-06-19,North,Apparel,12,104.99,17.51,50+,Male
2023-11-20,South,Furniture,16,189.68,6.55,36-50,Female
2023-01-16,South,Furniture,5,185.09,17.76,50+,Female
2023-03-12,North,Groceries,74,78.62,28.37,26-35,Male
2023-12-23,South,Apparel,28,82.85,26.28,18-25,Male
2023-09-29,South,Electronics,76,228.93,10.81,36-50,Male
2023-06-17,South,Electronics,5,236.28,7.92,36-50,Female
2023-03-29,South,Furniture,18,175.54,14.5,18-25,Male
2023-02-03,North,Apparel,20,223.45,12.36,26-35,Female
2023-05-12,North,Groceries,32,22.68,19.89,18-25,Female
2023-08-19,East,Furniture,47,493.85,26.34,18-25,Male
2023-10-27,West,Groceries,7,467.64,21.79,18-25,Male
2023-08-11,East,Electronics,65,377.2,12.04,18-25,Female
2023-09-04,West,Groceries,60,43.73,7.21,36-50,Male
2023-03-10,North,Apparel,4,52.01,6.59,36-50,Male
2023-02-01,West,Electronics,8,388.21,8.7,18-25,Male
2023-05-05,South,Electronics,48,28.56,18.39,18-25,Female
2023-01-03,East,Furniture,96,53.95,21.77,36-50,Male
2023-06-19,South,Furniture,80,150.06,22.31,26-35,Male
2023-12-08,South,Furniture,86,19.63,26.15,26-35,Male
2023-01-19,East,Furniture,84,369.9,15.01,36-50,Male
2023-10-03,West,Electronics,58,397.08,7.45,36-50,Female
2023-01-24,North,Groceries,38,118.13,28.95,50+,Male
2023-08-24,South,Groceries,99,129.52,22.22,18-25,Female
2023-01-12,North,Apparel,52,186.48,29.23,50+,Male
2023-06-12,North,Electronics,21,440.9,27.73,26-35,Female
2023-10-24,East,Groceries,42,456.6,15.44,18-25,Male
2023-11-05,North,Apparel,8,73.87,20.45,50+,Female
2023-06-10,East,Groceries,76,179.7,17.67,26-35,Female
2023-07-28,East,Electronics,29,382.2,9.25,36-50,Male
2023-07-18,East,Furniture,55,131.58,25.09,18-25,Male
2023-12-24,North,Furniture,47,199.23,24.29,36-50,Male
2023-03-21,South,Electronics,2,94.49,25.48,18-25,Male
2023-08-12,East,Electronics,7,23.62,19.83,36-50,Male
2023-10-18,South,Apparel,52,99.84,26.7,50+,Female
2023-11-15,North,Groceries,82,27.58,24.55,50+,Female
2023-01-15,East,Apparel,38,49.3,5.87,18-25,Female
2023-06-04,South,Groceries,58,448.68,13.76,18-25,Female
2023-07-06,South,Apparel,4,36.03,17.98,26-35,Female
2023-03-07,South,Groceries,33,230.99,19.42,36-50,Female
2023-02-18,North,Furniture,74,189.0,12.39,36-50,Female
2023-07-15,South,Furniture,95,435.56,13.82,36-50,Male
2023-07-09,North,Apparel,58,91.37,26.21,18-25,Female
2023-05-15,East,Electronics,92,218.17,25.42,26-35,Male
2023-10-02,West,Electronics,94,18.6,26.91,36-50,Female
2023-10-28,West,Electronics,33,356.25,27.64,18-25,Male
2023-04-13,West,Groceries,17,463.15,19.36,36-50,Male
2023-09-01,West,Furniture,95,191.53,29.75,36-50,Male
2023-06-20,North,Electronics,8,200.0,25.93,26-35,Female
2023-10-04,South,Apparel,75,111.23,21.53,18-25,Female
2023-12-12,South,Electronics,12,66.07,13.41,18-25,Female
2023-01-04,South,Groceries,87,402.74,13.27,50+,Male
2023-01-29,North,Groceries,69,43.78,12.91,50+,Male
2023-12-12,East,Groceries,41,412.25,29.84,50+,Female
2023-03-27,South,Furniture,36,363.04,25.36,18-25,Male
2023-10-20,East,Groceries,33,229.85,13.63,50+,Female
2023-08-11,North,Apparel,35,144.61,20.53,26-35,Male
2023-09-04,West,Groceries,10,121.65,11.26,18-25,Male
2023-02-24,North,Groceries,19,409.59,15.89,36-50,Female
2023-12-25,North,Groceries,36,96.78,21.42,26-35,Female
2023-11-21,North,Groceries,41,202.92,7.13,26-35,Male
2023-02-18,North,Electronics,57,169.52,22.59,26-35,Female
2023-08-06,West,Electronics,36,484.82,20.81,18-25,Female
2023-09-09,West,Furniture,47,46.18,11.54,36-50,Female
2023-07-14,East,Apparel,73,419.39,18.77,26-35,Male
2023-11-11,West,Electronics,96,204.04,11.91,26-35,Male
2023-01-16,South,Furniture,29,312.49,10.51,26-35,Male
2023-08-04,North,Furniture,82,357.32,25.12,26-35,Male
2023-08-16,North,Furniture,94,218.42,6.37,26-35,Female
2023-05-12,West,Electronics,82,179.54,17.66,18-25,Female
2023-09-19,West,Apparel,17,230.15,9.88,26-35,Male
2023-06-30,East,Electronics,66,87.04,9.73,18-25,Male
2023-05-04,East,Apparel,84,77.58,26.08,26-35,Female
2023-07-22,North,Electronics,12,128.18,21.84,36-50,Female
2023-10-24,North,Electronics,81,250.53,21.45,50+,Female
2023-08-22,South,Furniture,46,313.08,5.8,36-50,Male
2023-02-08,West,Electronics,25,92.89,23.74,18-25,Female
2023-06-01,West,Apparel,97,163.41,28.12,18-25,Male
2023-07-18,East,Apparel,53,116.37,21.67,18-25,Female
2023-01-01,West,Apparel,61,373.75,5.75,26-35,Female
2023-05-16,South,Furniture,76,404.58,25.04,50+,Female
2023-09-17,East,Groceries,38,358.64,23.24,26-35,Female
2023-03-18,West,Furniture,17,258.15,21.7,18-25,Female
2023-09-12,South,Furniture,23,158.19,14.0,36-50,Male
2023-12-19,East,Electronics,59,283.18,27.08,36-50,Male
2023-02-02,West,Apparel,59,319.87,25.73,18-25,Male
2023-04-11,West,Electronics,4,94.31,20.54,26-35,Male
2023-05-06,North,Apparel,35,498.32,12.54,50+,Male
2023-07-27,East,Furniture,88,85.35,27.89,50+,Female
2023-08-29,East,Apparel,2,380.93,13.92,50+,Male
2023-02-11,North,Furniture,42,28.14,29.33,26-35,Male
2023-04-12,East,Furniture,50,155.09,9.96,50+,Female
2023-12-06,East,Electronics,78,336.57,7.13,18-25,Female
2023-10-21,North,Groceries,13,281.01,20.99,26-35,Male
2023-11-23,East,Groceries,13,231.39,14.45,26-35,Female
2023-05-12,East,Groceries,82,465.55,16.32,50+,Female
2023-02-12,South,Electronics,27,353.54,20.94,26-35,Male
2023-01-24,East,Apparel,54,184.51,20.84,26-35,Female
2023-12-05,East,Electronics,44,128.28,12.73,26-35,Female
2023-08-13,East,Apparel,19,220.35,24.73,18-25,Male
2023-12-21,East,Electronics,79,92.1,19.24,36-50,Male
2023-06-14,East,Apparel,78,119.77,6.65,26-35,Male
2023-02-16,East,Groceries,16,216.86,17.79,50+,Male
2023-12-30,West,Furniture,93,209.08,25.08,36-50,Female
2023-08-01,South,Apparel,60,386.21,10.03,26-35,Female
2023-03-28,East,Electronics,87,377.96,11.48,18-25,Female
2023-10-13,South,Groceries,66,264.01,26.66,36-50,Female
2023-10-04,North,Groceries,100,270.89,10.83,50+,Male
2023-12-11,West,Apparel,5,286.23,25.83,50+,Male
2023-10-20,West,Groceries,13,72.38,15.82,50+,Male
2023-12-02,East,Furniture,93,66.44,25.74,50+,Female
2023-10-13,South,Furniture,98,435.6,20.2,26-35,Male
2023-07-29,North,Electronics,2,331.55,16.73,36-50,Female
2023-03-06,South,Furniture,95,336.35,9.53,26-35,Male
2023-02-07,South,Electronics,40,22.21,6.12,36-50,Male
2023-08-15,East,Groceries,43,165.38,16.01,50+,Male
2023-11-15,South,Electronics,78,63.14,26.34,50+,Female
2023-10-15,South,Apparel,100,34.86,24.07,36-50,Male
2023-09-23,South,Furniture,98,331.73,25.31,50+,Female
2023-10-18,South,Groceries,34,40.78,18.39,50+,Female
2023-09-11,North,Apparel,64,276.68,19.5,36-50,Female
2023-06-06,South,Groceries,65,19.45,26.85,50+,Male
2023-04-13,North,Groceries,17,498.24,7.78,50+,Male
2023-04-03,East,Electronics,53,383.2,11.39,36-50,Male
2023-05-27,North,Furniture,55,290.13,29.33,18-25,Female
2023-08-21,North,Electronics,8,495.45,20.68,36-50,Male
2023-05-07,North,Groceries,64,232.5,18.84,18-25,Female
2023-10-25,North,Furniture,14,210.95,6.37,50+,Female
2023-10-30,South,Groceries,6,107.48,16.03,18-25,Male
2023-12-04,South,Electronics,99,199.5,25.05,50+,Female
2023-07-24,West,Furniture,15,417.82,13.6,50+,Female
2023-04-11,North,Electronics,59,91.04,7.47,50+,Male
2023-12-13,East,Electronics,36,390.42,27.67,18-25,Female
2023-01-11,South,Apparel,42,483.35,26.58,18-25,Male
2023-09-24,West,Apparel,83,182.26,17.92,50+,Female
2023-05-18,North,Furniture,51,327.91,23.81,50+,Male
2023-10-15,South,Groceries,20,465.16,5.06,18-25,Female
2023-03-16,West,Electronics,43,69.72,29.44,50+,Male
2023-04-26,East,Apparel,51,85.32,10.86,50+,Male
2023-08-25,South,Furniture,91,192.75,6.19,26-35,Female
2023-05-16,West,Furniture,29,25.06,27.59,26-35,Male
2023-01-23,South,Groceries,70,356.06,5.84,50+,Male
2023-12-04,North,Electronics,29,358.28,13.43,18-25,Female
2023-05-20,North,Apparel,81,333.61,9.3,50+,Male
2023-09-13,North,Apparel,95,66.03,23.34,36-50,Male
2023-07-27,West,Apparel,13,36.91,9.25,50+,Male
2023-04-19,East,Apparel,98,347.61,9.75,26-35,Female
2023-06-24,East,Apparel,82,122.77,24.16,26-35,Female
2023-03-09,East,Apparel,44,72.34,5.75,18-25,Male
2023-01-22,East,Furniture,61,385.7,26.19,18-25,Male
2023-09-07,East,Electronics,83,404.57,26.6,36-50,Male
2023-08-14,South,Electronics,100,294.93,7.13,18-25,Female
2023-01-20,West,Apparel,28,245.83,17.28,18-25,Female
2023-07-13,South,Electronics,24,238.52,7.87,36-50,Female
2023-01-23,West,Furniture,96,318.73,18.78,18-25,Male
2023-05-14,North,Groceries,54,254.73,13.3,26-35,Male
2023-06-15,North,Furniture,97,461.81,19.32,50+,Male
2023-01-17,West,Electronics,74,385.0,17.37,50+,Female
2023-12-03,North,Furniture,23,370.2,15.58,36-50,Male
2023-11-27,East,Electronics,1,295.34,7.74,26-35,Female
2023-02-05,East,Apparel,11,85.33,15.01,26-35,Female
2023-10-03,North,Furniture,88,488.62,22.39,36-50,Female
2023-06-12,North,Furniture,98,461.45,24.53,50+,Male
2023-01-24,South,Furniture,86,33.05,5.93,18-25,Male
2023-03-01,South,Furniture,34,347.08,7.01,18-25,Male
2023-12-18,South,Furniture,20,428.08,8.42,26-35,Female
2023-05-18,East,Groceries,37,379.66,27.66,36-50,Male
2023-11-29,South,Electronics,61,214.41,18.15,36-50,Male
2023-12-12,North,Electronics,9,305.01,26.94,18-25,Female
2023-07-05,West,Apparel,23,65.17,23.73,50+,Male
2023-04-23,South,Groceries,76,141.31,17.34,18-25,Male
2023-04-27,West,Furniture,62,202.65,10.56,50+,Male
2023-05-29,North,Electronics,28,282.25,25.97,50+,Female
2023-10-12,East,Groceries,64,278.35,7.34,50+,Male
2023-05-17,South,Apparel,92,385.57,11.4,50+,Female
2023-04-28,North,Groceries,14,283.93,17.24,50+,Female
2023-03-30,West,Furniture,58,316.09,23.3,26-35,Female
2023-08-14,North,Groceries,83,302.79,10.77,50+,Female
2023-03-06,West,Groceries,34,309.39,24.86,50+,Female
2023-03-17,West,Groceries,7,119.85,16.93,36-50,Female
2023-04-12,East,Electronics,8,257.47,16.73,36-50,Female
2023-07-16,North,Furniture,3,118.02,26.6,26-35,Female
2023-09-04,North,Furniture,76,129.51,9.28,50+,Male
2023-12-26,East,Furniture,73,153.48,9.13,18-25,Male
2023-04-13,East,Apparel,13,182.75,26.68,26-35,Female
2023-10-14,North,Electronics,95,102.93,21.34,26-35,Female
2023-12-08,South,Groceries,85,150.44,12.19,18-25,Female
2023-10-18,West,Furniture,46,433.61,15.49,26-35,Female
2023-09-08,West,Electronics,99,207.34,25.83,26-35,Male
2023-02-07,West,Furniture,24,468.88,21.01,26-35,Female
2023-09-03,South,Electronics,80,451.41,5.86,26-35,Female
2023-10-23,West,Groceries,99,378.22,29.09,36-50,Male
2023-10-26,West,Furniture,67,283.25,25.34,50+,Female
2023-11-17,East,Apparel,35,322.87,22.82,26-35,Female
2023-12-06,East,Apparel,93,123.99,21.72,18-25,Female
2023-02-10,East,Groceries,83,495.48,12.73,18-25,Female
2023-10-02,West,Apparel,15,223.0,23.08,26-35,Male
2023-07-01,North,Electronics,27,300.25,16.67,18-25,Male
2023-10-03,North,Apparel,38,476.97,12.27,50+,Male
2023-02-13,South,Electronics,51,387.9,28.75,50+,Male
2023-11-03,South,Apparel,27,358.6,13.33,26-35,Female
2023-01-06,South,Furniture,41,496.67,21.46,26-35,Male
2023-06-11,East,Apparel,83,96.69,29.43,18-25,Male
2023-11-13,South,Electronics,75,248.12,16.13,26-35,Male
2023-02-19,East,Groceries,88,409.58,23.45,36-50,Female
2023-03-17,West,Electronics,19,153.88,28.54,26-35,Male
2023-04-10,East,Apparel,41,119.24,27.91,26-35,Female
2023-07-02,North,Electronics,41,184.81,27.39,50+,Male
2023-04-19,North,Groceries,59,96.74,19.21,26-35,Female
2023-10-08,East,Electronics,100,285.96,21.9,18-25,Female
2023-09-15,East,Apparel,37,466.5,9.72,50+,Male
2023-12-12,South,Electronics,29,268.66,9.11,36-50,Female
2023-11-18,South,Groceries,85,378.71,9.51,36-50,Male
2023-05-31,East,Furniture,58,418.69,7.5,26-35,Female
2023-09-26,East,Apparel,72,158.44,15.11,18-25,Male
2023-06-04,South,Furniture,63,409.65,24.16,18-25,Male
2023-04-13,South,Electronics,12,279.78,21.79,26-35,Male
2023-12-04,East,Apparel,33,418.91,8.88,18-25,Female
2023-07-30,West,Groceries,33,160.78,24.88,18-25,Female
2023-06-02,East,Groceries,81,454.26,12.83,26-35,Female
2023-12-12,South,Furniture,67,469.18,26.88,50+,Male
2023-09-23,South,Electronics,79,41.9,11.41,50+,Male
2023-04-16,North,Electronics,94,115.81,22.55,50+,Female
2023-09-10,West,Groceries,19,67.9,5.25,36-50,Female
2023-04-16,East,Apparel,81,462.95,17.66,50+,Female
2023-11-02,East,Electronics,83,368.08,18.97,50+,Female
2023-03-10,East,Groceries,73,148.45,15.3,18-25,Female
2023-09-29,South,Apparel,45,268.05,8.99,26-35,Male
2023-12-10,East,Groceries,84,490.69,9.03,26-35,Female
2023-09-07,South,Electronics,53,470.44,22.89,26-35,Female
2023-11-26,North,Furniture,17,136.17,27.65,18-25,Male
2023-10-02,North,Groceries,6,478.63,25.05,50+,Male
2023-04-30,North,Groceries,27,356.98,19.95,18-25,Male
2023-09-03,North,Furniture,7,47.5,22.17,50+,Male
2023-03-28,South,Apparel,1,154.76,23.99,26-35,Female
2023-01-25,South,Apparel,9,392.73,25.65,26-35,Female
2023-07-18,East,Apparel,93,137.1,25.91,26-35,Male
2023-11-13,West,Groceries,50,208.35,8.5,26-35,Male
2023-02-26,East,Apparel,82,130.35,17.23,50+,Female
2023-07-15,South,Furniture,11,431.03,6.48,36-50,Male
2023-03-04,East,Groceries,21,462.18,16.87,36-50,Female
2023-01-27,North,Groceries,58,38.21,21.27,26-35,Female
2023-06-08,North,Furniture,40,453.11,29.52,50+,Male
2023-09-16,North,Electronics,17,314.05,12.51,50+,Female
2023-08-13,North,Electronics,92,330.24,21.3,36-50,Male
2023-03-01,East,Apparel,56,273.95,13.66,18-25,Female
2023-09-11,East,Electronics,69,145.78,26.43,50+,Male
2023-02-27,North,Furniture,12,30.27,5.75,36-50,Male
2023-04-16,East,Electronics,61,137.91,28.72,50+,Female
2023-03-15,East,Electronics,95,456.76,17.05,26-35,Female
2023-06-28,West,Apparel,39,165.54,7.27,36-50,Male
2023-10-03,West,Groceries,95,238.27,8.03,36-50,Female
2023-03-04,West,Electronics,23,277.79,15.52,26-35,Female
2023-06-14,East,Electronics,89,219.14,9.15,26-35,Male
2023-08-08,West,Apparel,3,289.56,13.75,26-35,Female
2023-05-22,South,Furniture,98,145.5,26.43,18-25,Female
2023-10-25,East,Groceries,66,88.83,20.16,18-25,Female
2023-04-05,East,Electronics,80,220.55,25.98,36-50,Male
2023-07-22,East,Electronics,1,217.64,8.09,36-50,Male
2023-01-15,South,Groceries,54,50.35,29.9,50+,Male
2023-03-05,South,Furniture,66,427.49,19.48,18-25,Male
2023-10-19,North,Furniture,1,425.04,6.25,18-25,Female
2023-10-21,South,Groceries,72,432.88,16.11,50+,Male
2023-04-22,West,Furniture,60,367.5,17.86,26-35,Male
2023-03-09,South,Furniture,27,473.32,13.78,36-50,Male
2023-09-01,West,Apparel,69,471.99,14.54,18-25,Female
2023-09-03,North,Furniture,34,249.93,21.67,36-50,Female
2023-11-14,South,Apparel,1,446.96,27.08,36-50,Male
2023-12-25,East,Apparel,98,28.08,12.37,36-50,Male
2023-07-15,North,Furniture,20,61.49,9.04,18-25,Female
2023-07-12,South,Furniture,6,27.99,29.89,50+,Female
2023-01-07,West,Groceries,13,306.7,11.18,18-25,Male
2023-03-16,North,Furniture,31,160.03,23.09,50+,Male
2023-11-29,East,Groceries,73,71.01,7.35,26-35,Male
2023-08-14,East,Groceries,13,333.07,18.05,50+,Male
2023-02-26,South,Electronics,46,125.19,29.07,36-50,Male
2023-01-11,East,Apparel,13,422.46,19.48,36-50,Female
2023-07-12,North,Groceries,71,210.73,19.82,36-50,Female
2023-05-05,South,Furniture,98,129.15,24.9,36-50,Male
2023-11-28,East,Apparel,31,125.91,25.26,50+,Female
2023-06-21,East,Apparel,62,166.54,6.44,18-25,Female
2023-02-04,East,Apparel,44,87.98,5.34,18-25,Female
2023-01-04,East,Apparel,28,268.66,13.84,26-35,Female
2023-03-04,West,Apparel,61,426.63,14.89,18-25,Female
2023-12-16,South,Furniture,83,32.75,14.72,36-50,Male
2023-12-14,West,Furniture,47,450.12,19.4,50+,Male
2023-12-22,South,Electronics,87,457.02,22.98,18-25,Male
2023-03-31,West,Apparel,19,120.07,12.42,26-35,Female
2023-01-23,North,Apparel,98,417.92,17.56,26-35,Female
2023-02-22,West,Electronics,68,76.46,21.47,26-35,Female
2023-10-06,East,Electronics,41,253.1,6.14,18-25,Female
2023-02-07,East,Apparel,17,492.77,11.98,18-25,Male
2023-09-21,West,Groceries,83,380.99,5.84,26-35,Female
2023-05-12,South,Apparel,62,69.19,6.88,50+,Female
2023-11-04,South,Groceries,41,287.02,7.52,26-35,Male
2023-06-12,South,Apparel,11,93.67,19.29,50+,Male
2023-11-22,North,Groceries,43,100.92,6.06,36-50,Male
2023-11-21,South,Electronics,69,94.74,26.42,18-25,Male
2023-09-22,East,Groceries,32,181.23,20.73,50+,Male
2023-01-10,South,Electronics,11,385.92,8.71,18-25,Female
2023-05-16,North,Groceries,32,224.7,21.74,18-25,Female
2023-03-15,East,Furniture,37,351.05,16.82,36-50,Female
2023-02-21,West,Apparel,87,231.13,5.63,50+,Male
2023-05-23,South,Groceries,33,214.21,8.04,36-50,Female
2023-03-18,West,Apparel,50,39.12,6.99,18-25,Female
2023-01-10,North,Furniture,100,54.8,16.0,18-25,Male
2023-11-14,North,Groceries,71,250.01,24.01,26-35,Female
2023-06-01,North,Furniture,85,19.06,10.68,26-35,Male
2023-10-07,East,Furniture,10,59.92,22.52,36-50,Male
2023-11-18,East,Apparel,92,76.85,6.35,50+,Male
2023-03-05,South,Groceries,75,485.46,7.13,18-25,Female
2023-05-27,South,Apparel,59,157.75,13.73,18-25,Male
2023-10-09,South,Groceries,11,300.65,14.35,26-35,Male
2023-11-21,West,Apparel,95,210.86,10.86,36-50,Female
2023-08-18,East,Furniture,50,82.97,12.49,36-50,Female
2023-12-13,South,Electronics,96,248.91,11.02,50+,Male
2023-05-05,North,Apparel,94,119.68,17.95,50+,Male
2023-08-17,South,Groceries,53,345.36,20.93,26-35,Male
2023-01-11,East,Apparel,78,205.54,15.31,50+,Male
2023-08-14,East,Electronics,13,99.53,19.35,36-50,Male
2023-10-09,West,Electronics,74,228.79,22.81,36-50,Female
2023-03-21,North,Apparel,98,296.9,17.39,26-35,Male
2023-09-28,North,Apparel,79,39.95,9.01,26-35,Female
2023-04-19,East,Groceries,52,68.47,22.04,18-25,Male
2023-05-04,South,Apparel,39,361.15,27.52,36-50,Female
2023-06-04,West,Electronics,5,14.76,21.1,18-25,Female
2023-04-18,South,Furniture,31,381.53,9.23,18-25,Male
2023-05-20,East,Furniture,26,451.84,10.88,36-50,Male
2023-11-08,South,Electronics,28,470.61,21.94,26-35,Female
2023-03-20,North,Furniture,20,19.15,15.65,26-35,Female
2023-12-23,North,Groceries,77,172.22,9.16,26-35,Male
2023-05-18,North,Electronics,85,340.41,20.22,50+,Female
2023-11-11,West,Groceries,79,450.66,18.29,26-35,Male
2023-01-07,West,Electronics,11,498.57,21.01,36-50,Male
2023-11-15,West,Electronics,90,49.53,20.72,26-35,Female
2023-11-23,East,Furniture,86,26.52,6.89,26-35,Female
2023-07-25,East,Groceries,48,483.36,18.88,18-25,Female
2023-12-21,East,Electronics,93,342.59,8.07,26-35,Male
2023-10-26,South,Electronics,4,120.88,16.4,18-25,Female
2023-01-07,North,Apparel,18,290.67,16.74,50+,Male
2023-08-26,West,Groceries,27,245.64,24.74,18-25,Male
2023-03-05,West,Furniture,9,472.74,16.47,50+,Male
2023-01-24,North,Groceries,65,29.11,6.8,26-35,Female
2023-03-09,West,Groceries,98,18.71,21.21,50+,Female
2023-10-08,West,Apparel,34,256.81,19.3,18-25,Male
2023-10-06,East,Groceries,42,85.29,29.44,18-25,Male
2023-06-13,East,Furniture,82,171.08,10.93,50+,Male
2023-05-01,South,Electronics,52,331.44,11.51,18-25,Male
2023-01-17,South,Electronics,17,240.62,10.7,36-50,Female
2023-07-04,South,Apparel,53,453.69,26.01,50+,Female
2023-11-24,East,Furniture,53,364.76,13.56,36-50,Male
2023-04-07,South,Groceries,19,232.02,18.4,50+,Male
2023-07-02,South,Electronics,8,455.9,25.12,50+,Male
2023-10-13,South,Electronics,7,207.5,11.1,36-50,Male
2023-09-01,South,Electronics,53,17.38,7.49,36-50,Female
2023-08-11,West,Apparel,12,473.2,6.69,36-50,Male
2023-12-16,South,Groceries,98,162.69,16.25,26-35,Female
2023-05-28,South,Furniture,55,292.44,29.02,36-50,Male
2023-09-07,South,Furniture,91,215.86,18.25,26-35,Female
2023-12-22,East,Groceries,3,182.23,13.12,26-35,Female
2023-03-30,East,Furniture,23,170.39,19.72,50+,Male
2023-09-19,South,Groceries,86,40.58,11.96,18-25,Female
2023-12-28,West,Groceries,13,79.72,13.12,50+,Male
2023-02-03,South,Electronics,59,469.02,21.77,18-25,Female
2023-11-25,East,Electronics,63,168.44,14.15,26-35,Female
2023-12-20,North,Furniture,31,476.38,9.54,26-35,Female
2023-11-04,North,Furniture,77,63.22,11.02,50+,Male
2023-05-27,West,Electronics,51,400.7,28.35,50+,Female
2023-03-24,West,Apparel,2,499.81,15.72,18-25,Female
2023-11-07,East,Furniture,86,374.69,28.61,18-25,Female
2023-07-23,East,Furniture,22,294.89,17.16,26-35,Male
2023-10-13,North,Groceries,58,47.29,21.63,36-50,Female
2023-04-11,South,Apparel,60,75.52,14.27,18-25,Male
2023-10-20,East,Apparel,51,382.49,27.31,36-50,Female
2023-04-02,West,Apparel,26,375.63,8.07,18-25,Male
2023-08-08,North,Electronics,46,12.78,5.89,18-25,Female
2023-09-29,East,Furniture,76,400.81,27.55,50+,Male
2023-11-06,West,Electronics,40,76.6,26.68,36-50,Female
2023-05-26,South,Electronics,92,334.24,27.99,26-35,Female
2023-08-06,West,Apparel,78,105.55,9.45,26-35,Male
2023-02-11,West,Apparel,37,17.75,25.03,26-35,Male
2023-04-20,North,Groceries,66,306.09,11.42,26-35,Male
2023-09-12,West,Apparel,75,50.45,10.62,26-35,Male
2023-06-07,West,Electronics,44,257.5,17.51,18-25,Female
2023-09-09,East,Groceries,31,163.16,26.5,50+,Female
2023-06-17,South,Groceries,16,45.96,15.62,50+,Female
2023-05-15,West,Apparel,42,237.56,8.81,26-35,Female
2023-12-20,East,Groceries,76,99.12,17.6,18-25,Female
2023-10-02,North,Groceries,18,379.63,16.75,36-50,Female
2023-05-10,West,Apparel,14,11.25,13.04,50+,Female
2023-08-06,East,Electronics,48,112.13,20.76,36-50,Male
2023-08-24,East,Groceries,31,400.95,28.36,50+,Female
2023-06-13,South,Apparel,18,161.6,6.65,26-35,Male
2023-07-28,West,Electronics,60,100.7,18.41,36-50,Female
2023-05-03,North,Apparel,62,461.22,13.64,50+,Female
2023-08-25,South,Furniture,71,92.35,6.49,36-50,Male
2023-12-26,North,Apparel,76,91.85,29.26,26-35,Male
2023-07-21,East,Furniture,34,422.3,19.45,36-50,Male
2023-11-22,North,Electronics,41,159.13,15.39,36-50,Female
2023-12-14,East,Furniture,70,270.79,29.11,36-50,Male
2023-10-23,West,Apparel,48,163.92,26.02,26-35,Male
2023-12-07,South,Furniture,63,89.74,23.72,18-25,Male
2023-09-12,West,Furniture,40,352.18,10.31,50+,Female
2023-08-18,South,Furniture,88,32.12,13.96,36-50,Male
2023-03-02,West,Furniture,13,364.0,12.59,18-25,Female
2023-07-03,South,Electronics,29,316.18,14.71,18-25,Female
2023-08-01,South,Furniture,51,243.79,17.54,18-25,Male
2023-07-22,East,Furniture,84,21.03,23.7,26-35,Male
2023-09-18,South,Apparel,88,96.37,19.09,50+,Male
2023-09-13,West,Electronics,85,48.14,14.4,36-50,Female
2023-05-04,North,Electronics,36,69.23,28.58,50+,Male
2023-11-28,South,Groceries,10,26.2,7.75,18-25,Male
2023-06-08,West,Furniture,6,139.8,6.99,50+,Male
2023-07-06,South,Electronics,54,358.41,25.1,36-50,Male
2023-10-08,North,Furniture,44,383.96,24.64,26-35,Female
2023-07-08,East,Electronics,89,321.51,18.78,36-50,Male
2023-11-01,East,Groceries,60,88.89,20.69,18-25,Male
2023-03-31,North,Apparel,19,235.75,13.84,26-35,Female
2023-03-07,South,Apparel,80,306.12,11.55,26-35,Male
2023-03-24,East,Furniture,24,349.28,25.07,26-35,Male
2023-10-22,West,Groceries,6,229.68,12.43,50+,Female
2023-06-22,North,Furniture,99,273.76,22.49,50+,Male
2023-01-31,East,Electronics,86,305.4,13.24,18-25,Male
2023-11-20,East,Furniture,64,168.16,5.15,36-50,Female
2023-02-16,South,Groceries,18,461.05,15.64,36-50,Male
2023-10-30,South,Groceries,96,463.91,20.58,50+,Female
2023-09-23,East,Electronics,49,108.07,20.08,18-25,Male
2023-02-17,South,Furniture,79,268.86,9.91,26-35,Male
2023-01-29,South,Groceries,69,401.17,17.29,26-35,Female
2023-12-31,West,Apparel,43,56.95,24.5,50+,Male
2023-12-23,South,Furniture,78,203.55,16.88,18-25,Male
2023-04-18,West,Furniture,54,146.76,27.32,36-50,Male
2023-08-15,East,Groceries,31,480.02,26.74,18-25,Male
2023-07-29,South,Electronics,87,410.32,7.0,36-50,Female
2023-08-18,East,Furniture,90,253.79,28.82,50+,Female
2023-12-06,South,Apparel,35,410.22,29.65,18-25,Male
2023-10-04,East,Electronics,83,182.6,17.12,26-35,Female
2023-03-14,East,Furniture,88,156.44,17.83,26-35,Male
2023-03-08,East,Apparel,65,234.41,7.72,18-25,Female
2023-02-20,North,Groceries,10,236.31,25.72,50+,Male
2023-03-03,North,Apparel,35,290.26,18.49,26-35,Male
2023-04-25,East,Furniture,40,354.09,29.43,50+,Male
2023-06-26,East,Apparel,9,202.76,8.11,50+,Male
2023-12-03,East,Electronics,88,188.3,19.38,36-50,Male
